Artist^Track^Tempo^Stream
Daft Punk^Instant Crush (feat. Julian Casablancas)^109.942^460589724.0
Daft Punk^Get Lucky (feat. Pharrell Williams & Nile Rodgers)^116.05^400304719.0
Daft Punk^Around the World^121.294^293417547.0
Daft Punk^Harder, Better, Faster, Stronger^123.474^292668007.0
Daft Punk^Something About Us^99.958^185381876.0
Daft Punk^Lose Yourself to Dance (feat. Pharrell Williams)^100.163^274711166.0
Daft Punk^Veridis Quo^106.896^90589464.0
Daft Punk^Digital Love^124.726^115484456.0
Linkin Park^In the End^105.143^1444841705.0
Linkin Park^Numb^110.018^1195213410.0
Linkin Park^What I've Done^120.119^589294152.0
Linkin Park^Numb / Encore^107.045^778880225.0
Linkin Park^One Step Closer^95.136^447287242.0
Linkin Park^Faint^135.095^413355749.0
Linkin Park^Bleed It Out^140.127^388331061.0
Linkin Park^Papercut^150.184^345142662.0
Linkin Park^Crawling^105.076^391929621.0
Linkin Park^BURN IT DOWN^110.006^368132993.0
Radiohead^Creep^91.844^1101854725.0
Radiohead^No Surprises^76.426^379349681.0
Radiohead^Karma Police^74.807^382823305.0
Radiohead^High and Dry^87.568^291096318.0
Radiohead^Exit Music (For A Film)^121.603^146857863.0
Radiohead^Weird Fishes/ Arpeggi^152.958^121688699.0
Radiohead^Jigsaw Falling Into Place^165.653^79367881.0
Radiohead^Fake Plastic Trees^73.543^219867047.0
Radiohead^Just^175.702^88945336.0
Radiohead^Nude^128.378^86388469.0
AC/DC^Highway to Hell^115.728^1143164505.0
AC/DC^Thunderstruck^133.52^1088388556.0
AC/DC^Back In Black^188.386^1182379398.0
AC/DC^You Shook Me All Night Long^127.361^802076123.0
AC/DC^T.N.T.^126.366^526521070.0
AC/DC^Hells Bells^106.767^296521772.0
AC/DC^Dirty Deeds Done Dirt Cheap^135.653^269837425.0
AC/DC^Shoot to Thrill^141.038^292026041.0
AC/DC^It's a Long Way to the Top (If You Wanna Rock 'N' Roll)^135.962^196347993.0
AC/DC^Rock N Roll Train^118.4^144143014.0
Black Eyed Peas^I Gotta Feeling^127.966^1001227038.0
Black Eyed Peas^DON'T YOU WORRY^131.971^162685755.0
Black Eyed Peas^Where Is The Love?^94.086^752091441.0
Black Eyed Peas^Just Can’t Get Enough^94.05^331578264.0
Black Eyed Peas^GIRL LIKE ME^124.025^453923193.0
Black Eyed Peas^Pump It^153.645^492130246.0
Black Eyed Peas^Pump It Louder^126.017^27908495.0
Black Eyed Peas^Meet Me Halfway^130.002^363930118.0
Black Eyed Peas^RITMO (Bad Boys For Life)^105.093^869795408.0
Black Eyed Peas^SIMPLY THE BEST^126.042^18501860.0
Michael Jackson^Billie Jean^117.002^1302677366.0
Michael Jackson^Chicago^176.086^103974637.0
Michael Jackson^Beat It^138.728^826832314.0
Michael Jackson^Smooth Criminal - 2012 Remaster^118.193^526030670.0
Michael Jackson^Rock with You - Single Version^114.031^346137424.0
Michael Jackson^Don't Stop 'Til You Get Enough^118.881^389644450.0
Michael Jackson^They Don't Care About Us^89.946^256361972.0
Michael Jackson^Remember the Time^108.002^224254298.0
Michael Jackson^The Way You Make Me Feel - 2012 Remaster^114.472^349629692.0
Michael Jackson^Love Never Felt So Good^117.513^280500270.0
P!nk^Just Give Me a Reason (feat. Nate Ruess)^95.002^995490565.0
P!nk^Never Gonna Not Dance Again^113.796^34361626.0
P!nk^Raise Your Glass^122.019^502735560.0
P!nk^Try^103.998^476783121.0
P!nk^So What^126.019^471672024.0
P!nk^What About Us^113.608^662431775.0
P!nk^Cover Me In Sunshine^159.7^346097538.0
P!nk^TRUSTFALL^122.032^2790105.0
P!nk^Who Knew^140.004^219363750.0
P!nk^True Love (feat. Lily Allen)^192.205^170002964.0
Eminem^Mockingbird^84.039^908006704.0
Eminem^Without Me^112.238^1457351902.0
Eminem^The Real Slim Shady^104.504^1232567233.0
Eminem^Superman^130.027^466021760.0
Eminem^Till I Collapse^171.447^1548871694.0
Eminem^Stan^80.063^799979337.0
Eminem^Love The Way You Lie^86.989^1115478746.0
Eminem^Godzilla (feat. Juice WRLD)^165.995^1072650382.0
Eminem^Sing For The Moment^163.961^357737050.0
Eminem^Not Afraid^114.635^789922926.0
Pharrell Williams^"Happy - From ""Despicable Me 2"""^160.019^1143833476.0
Pharrell Williams^Down In Atlanta^83.154^42006396.0
Pharrell Williams^Feels (feat. Pharrell Williams, Katy Perry & Big Sean)^101.018^981287133.0
Pharrell Williams^Cash In Cash Out^119.971^104603335.0
Pharrell Williams^Stay With Me (with Justin Timberlake, Halsey & Pharrell)^125.975^99934776.0
Pharrell Williams^Hit Different^120.074^198332490.0
Pharrell Williams^Neon Guts (feat. Pharrell Williams)^119.934^219355874.0
Pharrell Williams^JUGGERNAUT (feat. Lil Uzi Vert & Pharrell Williams)^142.034^99577335.0
Pharrell Williams^Just A Cloud Away^112.555^105629259.0
Pharrell Williams^Frontin' (feat. Jay-Z) - Club Mix^102.009^114177468.0
Khalid^lovely (with Khalid)^115.284^2110573779.0
Khalid^Numb^119.966^203066841.0
Khalid^Silence^141.971^1322057199.0
Khalid^Young Dumb & Broke^136.948^1290687019.0
Khalid^Eastside (with Halsey & Khalid)^89.949^1424962511.0
Khalid^Better^97.949^1143264716.0
Khalid^Location^80.126^1221083395.0
Khalid^8TEEN^105.03^586480399.0
Khalid^Beautiful People (feat. Khalid)^92.979^1241240312.0
Khalid^Love Lies (with Normani)^143.955^843423744.0
Shakira^Shakira: Bzrp Music Sessions, Vol. 53^122.104^196761853.0
Shakira^Monotonía^131.963^220692224.0
Shakira^Te Felicito^174.14^473003231.0
Shakira^Hips Don't Lie (feat. Wyclef Jean)^100.024^1164605089.0
Shakira^Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground)^126.994^629918488.0
Shakira^DON'T YOU WORRY^131.971^162685755.0
Shakira^Dia de Enero^165.747^138360843.0
Shakira^Chantaje (feat. Maluma)^102.034^859799057.0
Shakira^Inevitable^91.976^220084336.0
Shakira^Antologia^97.967^229134152.0
Machine Gun Kelly^my ex's best friend (with blackbear)^124.939^574531280.0
Machine Gun Kelly^I Think I'm OKAY (with YUNGBLUD & Travis Barker)^119.921^426759364.0
Machine Gun Kelly^maybe (feat. Bring Me The Horizon)^88.014^90825980.0
Machine Gun Kelly^Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)^82.034^382579404.0
Machine Gun Kelly^forget me too (feat. Halsey)^99.975^254290993.0
Machine Gun Kelly^bloody valentine^160.057^280845476.0
Machine Gun Kelly^Bad Things (with Camila Cabello)^137.853^615784555.0
Machine Gun Kelly^make up sex (feat. blackbear)^131.986^67878913.0
Machine Gun Kelly^F*CK YOU, GOODBYE (feat. Machine Gun Kelly)^92.057^212221697.0
Machine Gun Kelly^ay! (feat. Lil Wayne)^147.002^62736773.0
Nicky Jam^X^179.968^865695837.0
Nicky Jam^El Perdón (with Enrique Iglesias)^179.908^765561212.0
Nicky Jam^Bella y Sensual^179.864^418186764.0
Nicky Jam^Nicky Jam: Bzrp Music Sessions, Vol. 41^89.907^185931694.0
Nicky Jam^Cuaderno^172.02^350576786.0
Nicky Jam^En La Cama (feat. Daddy Yankee)^104.072^136025763.0
Nicky Jam^Si Te Preguntan...^136.945^37382738.0
Nicky Jam^Hasta el Amanecer^94.013^479847676.0
Nicky Jam^Color Esperanza 2020^106.002^89466323.0
Nicky Jam^Donde Estan las Gatas^109.933^126333112.0
The Beatles^Here Comes The Sun - Remastered 2009^129.171^942898131.0
The Beatles^Let It Be - Remastered 2009^143.462^526788025.0
The Beatles^Come Together - Remastered 2009^165.007^574936342.0
The Beatles^Yesterday - Remastered 2009^96.529^475131674.0
The Beatles^Twist And Shout - Remastered 2009^124.631^341963190.0
The Beatles^Blackbird - Remastered 2009^93.699^326733164.0
The Beatles^In My Life - Remastered 2009^103.239^266426563.0
The Beatles^Hey Jude - Remastered 2015^147.207^486111943.0
The Beatles^I Want To Hold Your Hand - Remastered 2015^130.726^334903879.0
The Beatles^Something - Remastered 2009^133.522^233382117.0
Pitbull^Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)^129.024^777641580.0
Pitbull^Timber (feat. Ke$ha)^129.992^1120973873.0
Pitbull^Time of Our Lives^124.022^981156901.0
Pitbull^Feel This Moment (feat. Christina Aguilera)^135.956^481224452.0
Pitbull^International Love (feat. Chris Brown)^120.05^347393726.0
Pitbull^Fireball (feat. John Ryan)^122.959^424022714.0
Pitbull^We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song] (feat. Jennifer Lopez & Claudia Leitte)^125.013^222056078.0
Pitbull^Hotel Room Service^126.002^374912951.0
Pitbull^Hey Baby (Drop It to the Floor) (feat. T-Pain)^128.024^193172998.0
Pitbull^HOT^130.027^52166142.0
Sean Paul^No Lie^102.04^851711837.0
Sean Paul^Temperature^125.04^590578908.0
Sean Paul^Go Down Deh (feat. Shaggy and Sean Paul)^89.999^122450231.0
Sean Paul^Get Busy^100.216^381155556.0
Sean Paul^She Doesn't Mind^120.015^266413452.0
Sean Paul^Give It Up to Me^95.991^49412471.0
Sean Paul^(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version^95.824^51339097.0
Sean Paul^I'm Still in Love with You (feat. Sasha)^87.002^176824685.0
Sean Paul^UP^98.029^47517159.0
Sean Paul^Contra La Pared^94.052^336056798.0
Elvis Presley^Can't Help Falling in Love^100.307^642724292.0
Elvis Presley^Blue Christmas^94.518^293604060.0
Elvis Presley^Here Comes Santa Claus (Right Down Santa Claus Lane)^79.576^115786722.0
Elvis Presley^Suspicious Minds^116.557^355940570.0
Elvis Presley^Burning Love^143.549^217996516.0
Elvis Presley^Always On My Mind^181.183^126445901.0
Elvis Presley^If I Can Dream^93.914^19601041.0
Elvis Presley^Jailhouse Rock^166.885^362889100.0
Elvis Presley^(You're The) Devil in Disguise^122.903^107417556.0
2Pac^Hit 'Em Up - Single Version^95.19^375955728.0
2Pac^Ambitionz Az A Ridah^87.277^578493150.0
2Pac^California Love - Original Version^91.519^497213287.0
2Pac^All Eyez On Me (ft. Big Syke)^93.279^428728611.0
2Pac^Do For Love^95.0^213745248.0
2Pac^Changes^111.113^411056377.0
2Pac^Dear Mama^84.115^243928109.0
2Pac^Keep Ya Head Up^172.329^211103197.0
2Pac^2 Of Amerikaz Most Wanted (ft. Snoop Doggy Dogg)^99.258^178709066.0
2Pac^Can't C Me^95.44^117899041.0
Snoop Dogg^Bad Decisions (with BTS & Snoop Dogg)^120.048^172373567.0
Snoop Dogg^Young, Wild & Free (feat. Bruno Mars)^94.505^1138123751.0
Snoop Dogg^Drop It Like It's Hot^91.979^466458137.0
Snoop Dogg^That's My N**** (with Meek Mill, YG & Snoop Dogg)^104.991^248359900.0
Snoop Dogg^From The D 2 The LBC (with Snoop Dogg)^164.038^46192225.0
Snoop Dogg^Sweat - Remix^130.02^222949118.0
Snoop Dogg^Beautiful^101.007^202521145.0
Snoop Dogg^I Wanna Fuck You^99.972^82111629.0
Snoop Dogg^Qué Maldición^177.951^124225906.0
Lil Wayne^Love Me^124.906^433564491.0
Lil Wayne^Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)^169.021^1004661276.0
Lil Wayne^Mirror^74.267^417139141.0
Lil Wayne^Forever^104.02^461843097.0
Lil Wayne^6 Foot 7 Foot^79.119^404959319.0
Lil Wayne^Lollipop^148.074^387665450.0
Lil Wayne^A Milli^151.589^432215037.0
Lil Wayne^Scared of the Dark (feat. XXXTENTACION)^79.365^205327632.0
Lil Wayne^ay! (feat. Lil Wayne)^147.002^62736773.0
Lil Wayne^Right Above It^76.052^238468772.0
Sia^Snowman^104.957^644668215.0
Sia^Unstoppable^173.799^731776557.0
Sia^Chandelier^117.089^1404231856.0
Sia^Dusk Till Dawn (feat. Sia) - Radio Edit^180.042^1378235205.0
Sia^Cheap Thrills^89.976^1538447140.0
Sia^Genius (feat. Sia, Diplo, and Labrinth)^158.657^411692294.0
Sia^Elastic Heart^130.075^733035056.0
Sia^Unstoppable - R3HAB Remix^101.987^34819346.0
Sia^Del Mar^109.976^300286185.0
Sia^Santa's Coming for Us^92.986^191151662.0
Fleetwood Mac^Dreams - 2004 Remaster^120.151^1145814659.0
Fleetwood Mac^The Chain - 2004 Remaster^151.553^800258505.0
Fleetwood Mac^Everywhere - 2017 Remaster^114.965^615384523.0
Fleetwood Mac^Go Your Own Way - 2004 Remaster^135.448^732367244.0
Fleetwood Mac^Landslide^159.375^512338633.0
Fleetwood Mac^Don't Stop - 2004 Remaster^118.745^252302426.0
Fleetwood Mac^Little Lies - 2017 Remaster^124.825^298619427.0
Fleetwood Mac^Rhiannon^129.012^302893047.0
Fleetwood Mac^Gypsy^130.879^213673856.0
Fleetwood Mac^Never Going Back Again - 2004 Remaster^176.083^189357854.0
ABBA^Dancing Queen^100.804^877774503.0
ABBA^Gimme! Gimme! Gimme! (A Man After Midnight)^119.528^519184335.0
ABBA^Mamma Mia^137.547^375576936.0
ABBA^Angeleyes^133.113^135342126.0
ABBA^The Winner Takes It All^126.15^295039369.0
ABBA^Take A Chance On Me^107.064^250065301.0
ABBA^Lay All Your Love On Me^133.481^252601051.0
ABBA^Waterloo^147.604^222521002.0
ABBA^Chiquitita^84.229^210743145.0
ABBA^Super Trouper^118.34^208513838.0
Frank Sinatra^Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)^142.169^471405587.0
Frank Sinatra^Have Yourself A Merry Little Christmas - Remastered 1999^92.183^126469786.0
Frank Sinatra^Jingle Bells - Remastered 1999^174.609^177473609.0
Frank Sinatra^My Way^75.454^329370178.0
Frank Sinatra^Somethin' Stupid^207.356^182673374.0
Frank Sinatra^Santa Claus Is Comin' to Town^140.281^88041370.0
Frank Sinatra^Fly Me To The Moon (In Other Words)^119.416^506872698.0
Frank Sinatra^Strangers In The Night^90.348^143712745.0
Frank Sinatra^That's Life^112.803^212972149.0
Frank Sinatra^Silent Night - 1999 Remaster^87.575^42053170.0
Tiësto^10:35^120.003^107996524.0
Tiësto^The Motto^117.953^547871739.0
Tiësto^Don't Be Shy^119.986^481307838.0
Tiësto^Lay Low^122.06^18374300.0
Tiësto^The Business^120.031^980693352.0
Tiësto^Hot In It^123.045^117679131.0
Tiësto^Pump It Louder^126.017^27908495.0
Tiësto^Another Love - Tiësto Remix^123.046^38610617.0
Tiësto^Baila Conmigo^127.964^32419330.0
Tiësto^Jackie Chan^128.008^782756255.0
Elton John^Cold Heart - PNAU Remix^116.032^1357658479.0
Elton John^I'm Still Standing^176.808^649281620.0
Elton John^Hold Me Closer^126.027^190102352.0
Elton John^Rocket Man (I Think It's Going To Be A Long, Long Time)^136.571^828968108.0
Elton John^Your Song^128.157^654292280.0
Elton John^Don't Go Breaking My Heart^131.459^562468940.0
Elton John^Tiny Dancer^145.075^606925181.0
Elton John^Step Into Christmas^140.308^236457156.0
Elton John^Goodbye Yellow Brick Road - Remastered 2014^121.227^242563343.0
Elton John^Merry Christmas^113.99^133344222.0
JAY-Z^Ni**as In Paris^140.022^1054470731.0
JAY-Z^Empire State Of Mind^173.585^678424384.0
JAY-Z^Numb / Encore^107.045^778880225.0
JAY-Z^Run This Town^86.844^296375103.0
JAY-Z^No Church In The Wild^92.78^293182456.0
JAY-Z^4:44^177.997^73726722.0
JAY-Z^03' Bonnie & Clyde^89.64^115228530.0
JAY-Z^Otis^94.577^170592836.0
JAY-Z^Gotta Have It^149.762^128273029.0
JAY-Z^Love All (with JAY-Z)^92.131^114490460.0
21 Savage^Creepin' (with The Weeknd & 21 Savage)^97.95^279832635.0
21 Savage^Rich Flex^153.15^311694937.0
21 Savage^Jimmy Cooks (feat. 21 Savage)^165.921^413205085.0
21 Savage^Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage]^87.933^81603704.0
21 Savage^Pussy & Millions (feat. Travis Scott)^122.03^119787835.0
21 Savage^Glock In My Lap^130.029^182739405.0
21 Savage^On BS^158.014^100595022.0
21 Savage^Major Distribution^131.016^107919519.0
21 Savage^Spin Bout U^129.963^87618118.0
21 Savage^Knife Talk (with 21 Savage ft. Project Pat)^145.887^501420741.0
Kanye West^Bound 2^148.913^578115634.0
Kanye West^Heartless^87.999^720756420.0
Kanye West^Flashing Lights^90.482^543286408.0
Kanye West^Ni**as In Paris^140.022^1054470731.0
Kanye West^Father Stretch My Hands Pt. 1^113.088^627167330.0
Kanye West^Stronger^103.992^1123296395.0
Kanye West^I Wonder^191.385^302891517.0
Kanye West^Violent Crimes^109.813^335460654.0
Kanye West^Homecoming^86.917^379099876.0
Kanye West^Gold Digger^93.034^853381478.0
Luis Miguel^Ahora Te Puedes Marchar^133.263^473691093.0
Luis Miguel^La Incondicional^155.127^392257514.0
Luis Miguel^Hasta Que Me Olvides^119.828^303652374.0
Luis Miguel^La Media Vuelta^97.959^229810217.0
Luis Miguel^Culpable O No - Miénteme Como Siempre^70.276^268107480.0
Luis Miguel^Por Debajo De La Mesa^144.276^235730264.0
Luis Miguel^Tengo Todo Excepto a Ti^147.977^189533009.0
Luis Miguel^No Sé Tú^76.54^172275945.0
Luis Miguel^La bikina - En vivo^160.397^106123325.0
Luis Miguel^Sabor a Mi^89.929^127896578.0
Beyoncé^CUFF IT^115.042^354986175.0
Beyoncé^Crazy In Love (feat. Jay-Z)^99.165^836260550.0
Beyoncé^ALIEN SUPERSTAR^121.892^116409094.0
Beyoncé^BREAK MY SOUL^114.942^276384322.0
Beyoncé^Halo^79.983^1257746758.0
Beyoncé^Love On Top^94.103^524847088.0
Beyoncé^ENERGY (feat. Beam)^114.991^71933137.0
Beyoncé^Perfect Duet (Ed Sheeran & Beyoncé)^94.992^739180747.0
Beyoncé^Drunk in Love (feat. Jay-Z)^140.036^520085958.0
Beyoncé^Run the World (Girls)^127.091^480726300.0
Daddy Yankee^ULALA (OOH LA LA)^96.986^42618413.0
Daddy Yankee^La Santa^93.037^664205050.0
Daddy Yankee^Gasolina^96.008^536817412.0
Daddy Yankee^X ÚLTIMA VEZ^90.04^295869713.0
Daddy Yankee^Lo Que Pasó, Pasó^97.014^315104207.0
Daddy Yankee^Despacito^177.928^1506598267.0
Daddy Yankee^Con Calma^93.989^1170562263.0
Daddy Yankee^Tu Príncipe^94.017^203988701.0
Daddy Yankee^Llamado de Emergencia^97.982^197998077.0
Daddy Yankee^Ella Me Levanto^100.046^201700378.0
Don Toliver^Used (feat. Don Toliver)^150.073^49105411.0
Don Toliver^No Idea^127.998^682479132.0
Don Toliver^After Party^162.948^560791223.0
Don Toliver^Lemonade (feat. Gunna, Don Toliver & NAV)^140.042^1142825569.0
Don Toliver^Do It Right^69.808^15859788.0
Don Toliver^Cardigan^142.046^171091255.0
Don Toliver^Honest (feat. Don Toliver)^150.002^92010224.0
Don Toliver^Mystery Lady^76.006^141369736.0
Don Toliver^Drugs N Hella Melodies (feat. Kali Uchis)^147.0^77395440.0
Don Toliver^Scrape It Off (feat. Lil Uzi Vert & Don Toliver)^106.726^50148408.0
Camilo^La Mitad^97.194^266678074.0
Camilo^KESI - Remix^122.959^192312139.0
Camilo^Desconocidos^174.107^665804353.0
Camilo^Aeropuerto^197.635^31400753.0
Camilo^Índigo^128.925^205577936.0
Camilo^Si Me Dices Que Sí^183.89^290126900.0
Camilo^El Mismo Aire - con Pablo Alborán^144.511^268237254.0
Camilo^Bebiendo Sola^78.791^13702635.0
Camilo^Color Esperanza 2020^106.002^89466323.0
Camilo^Tattoo - Remix with Camilo^193.922^530878132.0
Britney Spears^Hold Me Closer^126.027^190102352.0
Britney Spears^Toxic^143.04^893129259.0
Britney Spears^Gimme More^113.324^424168867.0
Britney Spears^...Baby One More Time^92.96^588819207.0
Britney Spears^Oops!...I Did It Again^95.053^581869840.0
Britney Spears^My Only Wish (This Year)^147.08^260444233.0
Britney Spears^Womanizer^139.0^423188557.0
Britney Spears^Circus^114.98^262573012.0
Britney Spears^Criminal^107.987^187278764.0
Britney Spears^If U Seek Amy^129.954^145511234.0
Farruko^Pepas^130.001^1174282383.0
Farruko^Diles^118.033^628424773.0
Farruko^Si Se Da - Remix^93.999^396374422.0
Farruko^Fantasias^94.004^569523901.0
Farruko^Calma - Remix^126.9^1048932845.0
Farruko^On My Way^169.775^529555988.0
Farruko^Si Me Dices Que Sí^183.89^290126900.0
Farruko^Passion Whine^162.006^195678858.0
Farruko^Color Esperanza 2020^106.002^89466323.0
Farruko^Patio de la Cárcel - Tangos^97.982^13182610.0
Disney^"All I Want - From ""High School Musical: The Musical: The Series"""^77.599^528853212.0
Disney^I'll Make a Man Out of You^113.852^266083896.0
Disney^Part of Your World^61.551^205824087.0
Disney^If Only^152.062^121359658.0
Disney^Under the Sea^98.957^233844328.0
Disney^Zero To Hero^164.718^101142300.0
Disney^I Won't Say (I'm In Love)^121.208^193227242.0
Disney^A Whole New World - Remastered 2022^129.272^244111564.0
Disney^Be Our Guest^73.531^117809204.0
Disney^Gotta Go My Own Way^88.995^147021007.0
Chris Brown^Under The Influence^116.992^646937556.0
Chris Brown^Superhero (Heroes & Villains) [with Future & Chris Brown]^116.622^139674263.0
Chris Brown^No Guidance (feat. Drake)^92.928^866702211.0
Chris Brown^Nostálgico^98.026^381634599.0
Chris Brown^Go Crazy^94.148^581510489.0
Chris Brown^Forever^120.005^349456576.0
Chris Brown^Wet The Bed (feat. Ludacris)^123.801^92083585.0
Chris Brown^Under The Influence (Body Language)^144.835^36852704.0
Chris Brown^Monalisa^113.017^44683570.0
Chris Brown^With You^86.009^327435679.0
Tory Lanez^The Color Violet^105.02^208337920.0
Tory Lanez^Lavender Sunflower^88.894^44638153.0
Tory Lanez^Say It^107.331^379059402.0
Tory Lanez^Broke In A Minute^120.009^273237961.0
Tory Lanez^WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix^145.013^638746688.0
Tory Lanez^Lady Of Namek^134.985^53989958.0
Tory Lanez^In For It^105.971^76686049.0
Tory Lanez^The Take (feat. Chris Brown)^67.003^256262137.0
Tory Lanez^I LIKE^118.027^17960938.0
Tory Lanez^And This is Just The Intro^137.554^48972127.0
Mariah Carey^All I Want for Christmas Is You^150.273^1437977604.0
Mariah Carey^Christmas (Baby Please Come Home)^127.148^226569574.0
Mariah Carey^Fantasy^102.322^257187137.0
Mariah Carey^Always Be My Baby^78.946^301955185.0
Mariah Carey^We Belong Together^139.986^431793600.0
Mariah Carey^I Know What You Want (feat. Flipmode Squad)^85.996^227592322.0
Mariah Carey^Without You^122.06^194107435.0
Mariah Carey^Obsessed^86.443^231493779.0
Mariah Carey^Hero^119.987^218020440.0
Mariah Carey^O Holy Night^173.977^102088157.0
A.R. Rahman^Mallipoo^175.589^41725242.0
A.R. Rahman^Enna Sona^100.026^91092219.0
A.R. Rahman^Param Sundari^121.999^78684300.0
A.R. Rahman^Rait Zara Si^125.998^85746449.0
A.R. Rahman^Raanjhanaa^112.941^52826792.0
A.R. Rahman^Jashn-E-Bahaaraa^137.864^64456952.0
A.R. Rahman^"Ponni Nadhi (From ""Ponniyin Selvan Part -1"") - Tamil"^152.0^33410129.0
A.R. Rahman^Ennodu Nee Irundhaal^158.125^37409758.0
A.R. Rahman^Kun Faya Kun^87.549^73834235.0
A.R. Rahman^Tere Bina^144.033^47727856.0
Pritam^Kesariya^94.009^237685270.0
Pritam^Shayad^135.875^196665486.0
Pritam^Kabira^84.027^106694938.0
Pritam^Tum Se Hi^130.015^105143682.0
Pritam^Khairiyat^124.914^141640304.0
Pritam^Tera Hone Laga Hoon^119.982^79477830.0
Pritam^Deva Deva^112.074^60032339.0
Pritam^Raabta^118.037^74341580.0
Pritam^Kalank (Title Track)^117.999^114548526.0
Pritam^Bhool Bhulaiyaa 2 Title Track^108.022^75285958.0
Shreya Ghoshal^Saibo^90.058^91740940.0
Shreya Ghoshal^Pal^133.885^100903028.0
Shreya Ghoshal^Rasiya^78.99^28781713.0
Shreya Ghoshal^Param Sundari^121.999^78684300.0
Shreya Ghoshal^Hasi - Female Version^143.901^42953279.0
Shreya Ghoshal^Munbe Vaa^141.126^46214786.0
Shreya Ghoshal^Tujh Mein Rab Dikhta Hai - Ii^147.076^25942155.0
Shreya Ghoshal^Main Agar Kahoon^146.868^49993575.0
Shreya Ghoshal^Piya O Re Piya^167.857^32957897.0
Shreya Ghoshal^Samjhawan^106.993^84959335.0
Pink Floyd^Wish You Were Here^122.861^557368632.0
System Of A Down^Chop Suey!^127.066^949503301.0
System Of A Down^Toxicity^116.68^628447295.0
System Of A Down^Lonely Day^113.108^347276552.0
System Of A Down^Aerials^79.342^340999078.0
System Of A Down^B.Y.O.B.^101.414^441264205.0
System Of A Down^Sugar^131.073^181343293.0
System Of A Down^Violent Pornography^142.707^146971757.0
System Of A Down^Hypnotize^154.016^184400222.0
System Of A Down^Spiders^137.855^90938235.0
System Of A Down^Prison Song^99.647^101333051.0
Green Day^Basket Case^85.064^778937392.0
Green Day^American Idiot^186.113^706697133.0
Green Day^Good Riddance (Time of Your Life)^94.605^493904399.0
Green Day^Wake Me up When September Ends^104.98^572329705.0
Green Day^Boulevard of Broken Dreams^167.06^551065028.0
Green Day^When I Come Around^97.546^373991248.0
Green Day^21 Guns^159.779^470768474.0
